评分,评论内容,评论时间,点评总数,上传图片
5.0,西西凡凡小倩服务非常好�,发表于2020-04-18,2.0,
5.0,酒店高原和小刘服务很不错哦，早餐很美丽……赞�,发表于2019-10-22,1.0,
5.0,干净卫生，可可服务态度好,发表于2020-03-23,1.0,
5.0,感谢凡凡小姐姐的热情待客,发表于2020-03-20,8.0,3.0
5.0,感谢前台西西和竹林的热情接待！,发表于2020-01-09,1.0,
5.0,性价比高 出行方便 前台小刘态度很好,发表于2019-11-17,27.0,1.0
5.0,高原，太阳服务热情，有求必应，非常贴心。,发表于2019-11-14,1.0,
5.0,"带孩子方便环境优雅卫生干净，空间也大

床也超级舒服，干净，早餐不错
停车方便",发表于2019-06-23,33.0,4.0
5.0,酒店环境真的是我住过最好的一家了，房间里有绿植，很舒适，很干净，住的很温馨！,发表于2019-06-22,14.0,
5.0,早餐有三种类型可选，每种都是28元。味道还可以的，比较干净。,发表于2019-08-31,1.0,
5.0,来住酒店很好，免费升级房间，行李管家免费送到机场很当场，赞。,发表于2019-08-24,4.0,
5.0,酒店服务非常好，入住了三次，我要大赞一下餐饮太方便了，一楼餐吧里面的美食太美味了太地道了，就拿重庆小面来说一天吃了六碗。其他不多说快点去体验吧，我的小伙伴们,发表于2019-09-28,7.0,16.0
5.0,对环境、服务满意，果断续住了一晚，酒店注重客户体验，退房时反映房间空调声音有点大，马上让师傅检查，还给了结果反馈。一群极积创业的年轻人，值得鼓励,发表于2019-09-08,4.0,17.0
5.0,酒店附近交通方便，环境也很好，床也舒服睡一晚解决一天的疲劳，太舒服了,发表于2019-06-28,28.0,
5.0,前台小刘，服务热情，房间陈设较新，环境很干净,发表于2019-09-26,7.0,
5.0,服务很周到，住的很舒服，葵花、小夕、高原很热情，好评,发表于2019-10-16,2.0,
5.0,整体卫生状况良好，周边大排档夜宵较少,发表于2019-12-29,1.0,
5.0,高原 西西 竹林很棒哦  早餐也不错,发表于2020-01-04,2.0,
4.8,房间设施齐全 设计感很强 前台小姐姐小哥哥都很温柔 服务周到 很推荐！,发表于2019-07-26,2.0,
5.0,酒店很好 小刘 欢欢 太阳的服务态度很好噢很热情 强烈推荐,发表于2019-09-02,1.0,
5.0,同学住过介绍过来，高原美女服务好，有耐心。交通方便！,发表于2019-08-28,2.0,
5.0,酒店环境还不错，住的挺舒服。行李管家服务也很方便～,发表于2019-08-27,2.0,
5.0,挺好的选择，服务员也很热情，比如小高,发表于2019-11-11,2.0,
5.0,前台小刘服务不错早餐特别好吃,发表于2019-12-10,1.0,
5.0,"装修设计别具一格，环境安静,很贴心的服务，下次来重庆首选的一家酒店",发表于2019-06-17,1.0,
5.0,酒店各方面都挺好的，就是我们去的时候厨房还在修 还没有早餐,发表于2019-07-13,1.0,
5.0,装修风格很喜欢，智能马桶，而且挺安静的，酒店整体非常干净,发表于2019-07-12,5.0,
5.0,卫生干净，位置好。前台小妹妹热情耐心,发表于2019-12-02,10.0,1.0
5.0,特别值得点赞的是前台服务员，热情接待，尽心服务。,发表于2019-09-30,1.0,
5.0,欣欣跟小倩服务很到位,发表于2020-04-07,16.0,
5.0,酒店前台小姐姐服务很好，离店还送了一盒糖。,发表于2019-10-25,19.0,
5.0,小汐和小王服务很好，住得很舒服，推荐,发表于2019-12-29,2.0,
5.0,非常热情，尤其叶子、竹林两位，赞�,发表于2019-12-26,1.0,
5.0,位置很好找，房间大，舒适，干净卫生，服务周到，性价比高，非常满意,发表于2019-06-30,37.0,6.0
5.0,房间很干净 房间和图片上一样 周围交通也很方便 以后有机会还会再来,发表于2019-06-25,4.0,
5.0,前台小刘，西西服务特别好，特别热情,发表于2020-01-19,8.0,
5.0,酒店环境好，行李管家很方便,发表于2020-01-14,1.0,
5.0,太阳，小倪，高原，葵花等服务人员态度很好，酒店环境也不错,发表于2019-07-18,2.0,
5.0,服务很好，就是位置稍微偏了一点点，但性价比超高，点赞�,发表于2019-08-30,7.0,
5.0,酒店位置紧靠地铁站，出门很方便。周边小吃店也挺多。,发表于2019-09-22,14.0,3.0
5.0,前台小酒服务很好酒店位置不错早餐很好吃,发表于2019-11-06,3.0,
5.0,小汐、小艺服务很热情，很细心，很周到。点赞,发表于2019-12-08,5.0,
5.0,零差评的酒店入住起来确实不错。酒店设施完备环境雅静，住起来舒服。值得一提的还有酒店的餐吧，太方便了，营养早餐、面、粥、饭、炒粉、咖啡、奶茶、酒水小吃…不得不说酒店很用心想得很周到，难得难得。,发表于2019-09-05,7.0,16.0
5.0,房间挺好性价比很高！前台小刘人很好，下次会再来。,发表于2019-09-15,1.0,
5.0,酒店非常干净，入住非常舒服，前台葵花，竹林服务非常热情！,发表于2019-09-11,4.0,
5.0,很有品位啦一家酒店，服务员态度超级热情。,发表于2019-09-30,1.0,
5.0,前台接待高原美女态度很好，服务非常周到,发表于2019-09-27,1.0,
5.0,非常好。一定不后悔选择这家酒店。前台小刘服务非常好。,发表于2019-08-31,8.0,11.0
5.0,环境优美，地理位置好，交通方便，房间舒适卫生，服务人员很热情,发表于2019-06-23,2.0,
5.0,高原小刘竹林乐乐超级可爱哦�,发表于2020-01-12,2.0,
5.0,环境不错，价格合适，性价比很高,发表于2020-01-09,5.0,
5.0,酒店很好，服务也很好，特别可可小姐姐,发表于2020-01-08,2.0,2.0
5.0,大堂经理太热情了���,发表于2020-04-21,1.0,
5.0,高原和小刘太阳很棒哦�早餐也很好吃的,发表于2019-10-27,1.0,
5.0,感谢一下小刘和高原，服务态度非常好,发表于2019-11-06,1.0,
5.0,太阳，小刘，服务一流。延时到下午2点钟，谢谢,发表于2019-10-24,4.0,
5.0,去重庆带小孩就医 查询儿童医院附近的酒店 当时不敢预定来住酒店 因为全好评有点不信怕刷单的 后面考虑就一晚即使不好也认了 从进入大厅工作人员的态度我觉得没有选错 前台人员看我们带着小孩主动升级房型 更宽敞安静 房间虽然没有太大但是设计温馨舒适 离店的时候还问我们要不要多拿几瓶矿泉水天气热 真的很窝心 下次去重庆还会继续选择这里 交通也很便利 服务超级满意 赞�,发表于2019-08-20,18.0,33.0
5.0,眼光不错，选中这家酒店，交通非常便利，附近就是地铁站，卫生条件也很好，前台欢欢、高原两位美女，非常热情，希望下次有机会再来！,发表于2019-08-16,11.0,24.0
5.0,小刘高原同学服务很好，早餐特别好吃,发表于2019-11-10,9.0,1.0
5.0,带老太太们出来旅游，很满意住宿条件。,发表于2019-11-19,6.0,2.0
5.0,小刘 和竹琳服务态度很好 温柔很满意 ,发表于2019-11-10,1.0,
5.0,服务人员很热情 态度很好 下次还会订,发表于2019-11-07,1.0,
5.0,欢欢 太阳 小刘 葵花 服务周到，房间舒适，强烈推荐！,发表于2019-09-08,17.0,
5.0,环境很好 竹林 太阳 小刘三位小伙伴很亲切 满分,发表于2019-09-23,1.0,
5.0,酒店环境非常好！竹林，太阳，小汐服务态度很好,发表于2019-09-17,1.0,
5.0,"客服小姐姐很热情撒，帮我提行李还送我好喝的,非常nice",发表于2019-08-26,1.0,
5.0,酒店装修，风景都非常赞，服务非常好，刘航非常不错，很暖心,发表于2019-08-24,9.0,
5.0,酒店价廉物美，欢欢，葵花服务态度很好，下次还来额！,发表于2019-08-21,3.0,
5.0,酒店地理位置很好，在渝中区，交通方便，出门两分钟就是2号线，步行到解放碑和洪崖洞也不远，客房宽敞舒适干净，设施智能化，前台客服小刘，竹林，太阳，小汐服务态度非常好，帮忙拿行李，帮忙带领停车，朋友们都觉得有上帝的感觉，前一晚到店挺晚，前台服务员忘记名字了，也是非常耐心解答问题，还免费帮我们升级了客房，太赞了，下次来重庆还要选择来住酒店,发表于2019-09-16,5.0,10.0
5.0,很漂亮，酒店设施很好，服务态度也很好,发表于2019-12-22,3.0,
5.0,酒店环境很好，行李管家很方便,发表于2020-01-06,6.0,
5.0,高原好棒啊！很喜欢这个酒店,发表于2020-01-02,1.0,
5.0,酒店很好，很干净，行李管家很方便。,发表于2020-01-01,1.0,
5.0,酒店特别好，行李管家免费送,发表于2020-01-01,4.0,
5.0,酒店的位置棒，设施设备齐全，床单很干净，卫生好，床很软，睡得很舒服,发表于2019-07-09,91.0,5.0
5.0,环境好，前台热心礼貌，整体印象不错，下次还会入住,发表于2019-08-11,6.0,
5.0,挺不错的，服务很好,发表于2020-04-25,3.0,
5.0,小刘同学高原太阳服务很好�棒棒哒�早餐棒,发表于2019-10-21,10.0,
5.0,前台接待小姐姐很热情，房间也很不错,发表于2019-11-24,5.0,
5.0,很舒适，服务人员态度热情,发表于2020-02-01,3.0,
5.0,酒店前台接待非常体贴，送客人到房间，感觉非常舒服。特别需要表扬一下的是酒店有免费行李寄送服务到机场，大棒了，出差首选。特别感谢小王、竹琳、高原店长�。,发表于2019-12-21,16.0,12.0
5.0,首先是，态度非常非常的好，环境干净，地势也优越出门就是轻轨2号线，周边有好多好吃的，设施也很智能化，下次还会选择这家店！可惜就是忘了拍照了！,发表于2019-12-27,7.0,
5.0,住一家酒店我需要干净，你们家满足了我，也超越了酒店服务很棒，很喜欢这家酒店，在说就是他们的早餐，我对早餐很重视，早餐我与家人在一楼大厅用餐很贴心，早餐很热乎，很丰盛，厨师也很热情。谢谢你们,发表于2019-12-22,8.0,15.0
5.0,服务非常棒！卫生干净！还特别预留了停车位给我，非常细心的服务,发表于2019-07-10,7.0,1.0
5.0,房间布置得温馨，舒适，打扫得很干净，服务热情非常的满意。,发表于2019-07-10,83.0,17.0
5.0,高原、太阳服务态度非常好，热情周到！,发表于2019-11-08,5.0,
5.0,前台服务很棒，高原，葵花，太阳服务好酒店位置不错,发表于2019-08-28,6.0,
5.0,服务态度很好欢欢葵花太阳巧巧点名好评哦、推荐入住,发表于2019-08-15,1.0,
5.0,西西，竹林，可可，小刘服务态度可以哦,发表于2019-12-30,7.0,8.0
5.0,可可，小倩小姐姐人很好哦！,发表于2020-04-11,1.0,
5.0,前台凡凡小姐姐很贴心,发表于2020-04-09,1.0,
5.0,当我打出这句话的时候，说明它是真的行,发表于2019-10-14,1.0,
5.0,服务超级好，给葵花，太阳，高原点赞,发表于2019-11-14,1.0,
5.0,交通很方便。前台可可很热情哟,发表于2020-01-21,1.0,
5.0,酒店环境好，行李管家服务好。,发表于2020-01-20,1.0,
5.0,酒店干净卫生，交通便利，服务非常棒，小倪，葵花，高源棒棒哒,发表于2019-07-23,3.0,
5.0,酒店环境很好，卫生干净，还很安静，超赞,发表于2019-10-28,2.0,
5.0,房间很好，交通便利，前台太阳和葵花很nice,发表于2019-10-26,5.0,3.0
5.0,高原，竹林，太阳服务很好哦，酒店很不错,发表于2019-10-24,2.0,
5.0,房间非常好，小刘服务很棒，值得推荐！,发表于2019-10-22,1.0,
5.0,环境很好，前台小妹妹很热心，详细办理了退房，赞～,发表于2019-09-09,3.0,
5.0,房间设施齐全，干净，温馨，服务很好，谢谢小刘的服务,发表于2019-09-06,11.0,
4.8,除了旁边水厂噪音晚上明显外其他都挺好,发表于2019-11-29,6.0,
5.0,酒店的服务员巧巧竹琳葵花小倪等人服务周到，非常满意。,发表于2019-07-25,1.0,
5.0,很好的酒店 卫生服务都很不错 房间的设计还是相当舒服的,发表于2019-08-03,1.0,
5.0,感谢葵花、竹林、太阳三位的服务，很贴心。,发表于2019-10-06,29.0,1.0
5.0,服务周到细致，交通便捷，干净卫生,发表于2019-11-15,6.0,
5.0,非常好的酒店哦，服务也很不错，葵花，巧巧，太阳、小倪服务很好哦，推荐！,发表于2019-07-14,1.0,
5.0,直到今天有空才来写点评。平时我很懒的其实不会写这些。但来住这家真的让我印象深刻！算是我在重庆美好的记忆点之一了。前台小姑娘高原，月牙。还有一个有点北方口音的男生，他们真是太棒了很贴心超级有耐心，给人感觉就是一个人性化温暖的酒店。房间舒适干爽。空调也十分给力。下回有机会去重庆一定还会住你们家。,发表于2019-12-12,4.0,
5.0,酒店高原很好，很喜欢�会再来，交通方便！,发表于2019-10-18,1.0,
5.0,住“来住”超值了，确定没选错，装修风格是我和宝贝喜欢的，有家的感觉。,发表于2019-08-16,11.0,24.0
5.0,酒店位置好  出行  就餐  非常方便  服务态度佳  5星好评,发表于2019-08-20,19.0,
5.0,酒店位置优越……一下轻轨就到了！前台服务员相当不错�，房间的设计风格非常适合居住，卫生条件好，布草洗涤用品干净,发表于2019-12-24,18.0,
5.0,西西凡凡加油酒店棒棒哒,发表于2020-03-30,16.0,2.0
5.0,服务非常好 房间也很整齐 高原和太阳服务很好,发表于2019-10-02,4.0,
5.0,小刘跟小汐服务态度很好，卫生不错,发表于2019-11-06,4.0,4.0
5.0,满好的，酒店还帮我们免费升级了,发表于2019-11-05,3.0,
5.0,干净，安静，交通方便，服务贴心，超赞！,发表于2019-10-30,1.0,
5.0,高原小姐姐超级喜欢�早餐好,发表于2020-01-09,3.0,
5.0,给爸妈定的房间，他们非常满意，尤其对酒店的服务，打满分。房间各个方面都很不错，强烈推荐！这个店的位置也很好，出去玩特别方便。,发表于2019-09-04,18.0,37.0
5.0,高原 小刘 葵花服务好 酒店干净整洁,发表于2019-10-15,14.0,1.0
5.0,酒店服务不错，设施齐全，面积还可以,发表于2019-11-01,1.0,
5.0,服务人员很热情，设施也很新，物超所值,发表于2019-10-10,4.0,2.0
